dataset,epoch,loss,auc
amazon_beauty,1,0.5820517745511286,0.5131390334965535
amazon_beauty,2,0.5269000441178509,0.5264974798771926
amazon_beauty,3,0.5210397226371984,0.5384189535612364
amazon_beauty,4,0.5204297321281214,0.5477892212666153
amazon_beauty,5,0.5125997624863153,0.5565989748424884
